"";"REFSEQ_MRNA";"logFC"
"ILMN_2074044";"NM_002670";1,05678128938051
"ILMN_1785265";"NM_005032";0,417196435767632
"ILMN_1791569";"NM_032242";-0,415876111052568
"ILMN_2262203";"NR_002217";-0,501976880537767
"ILMN_3238751";"NR_022007";-0,773474502802111
"ILMN_1770850";"NM_006029";-0,351822960295074
"ILMN_1799614";"NM_006702";-0,524193727075345
"ILMN_1684289";"NM_018129";-0,419114868952503
"ILMN_2191436";"NM_016937";0,654508634315754
"ILMN_1743499";"NM_015584";-0,374857551267059
"ILMN_1728199";"NM_006231";-0,459914624845458
"ILMN_1658221";"NM_006502";-0,706400881247397
"ILMN_1740291";"NM_199420";1,10546626485165
"ILMN_2088172";"NM_000938";0,74789542476878
"ILMN_1743663";"NM_007171";-0,357152379036811
"ILMN_2327203";"NR_003104";0,765934054652765
"ILMN_1805827";"NM_021129";0,370075813411667
"ILMN_1706593";"NM_016488";0,643684784788985
"ILMN_1704529";"NM_021130";-0,753681987126923
"ILMN_1770020";"NM_130906";0,505434032907345
"ILMN_1732772";"NM_016147";-0,285528447810817
"ILMN_1662617";"NM_017917";0,834996117778154
"ILMN_2044226";"NM_000944";0,636275538762876
"ILMN_1775965";"NM_058237";0,59204336313805
"ILMN_2223380";"NM_015342";0,795149016113744
"ILMN_2383975";"NM_181652";-0,367641328142183
"ILMN_1711606";"NM_181652";-0,396411823918736
"ILMN_1783889";"NM_006251";0,892803836582036
"ILMN_2357577";"NM_206907";0,944429281411805
"ILMN_1771523";"NM_002731";0,70753841540385
"ILMN_1737124";"NM_176800";0,651349134840036
"ILMN_1738677";"NM_006445";-0,365760252171778
"ILMN_1758104";"NM_001039091";0,349196182226219
"ILMN_1781791";"NM_000950";0,923169135173761
"ILMN_1692938";"NM_021154";0,403463715048108
"ILMN_1669718";"NM_172341";-0,179995336866311
"ILMN_1671843";"NM_001032290";-0,291363076294742
"ILMN_1721046";"NM_002824";-0,528755293924775
"ILMN_1690806";"NM_198402";0,289747925874222
"ILMN_2118864";"NM_004161";0,577413836844766
"ILMN_1810486";"NM_031934";-0,563686645933355
"ILMN_3236423";"NM_012414";1,05789070566503
"ILMN_2061950";"NM_012197";0,307963053369541
"ILMN_2163796";"NM_004582";1,12614581657305
"ILMN_1722127";"NM_012415";0,48210898838569
"ILMN_1659836";"NM_001001788";-0,718733183074297
"ILMN_1776522";"NM_018845";-0,404325236800893
"ILMN_1780842";"NM_012416";0,648083211453744
"ILMN_3242120";"NM_001089704";0,721084968588105
"ILMN_1651902";"NM_206827";-0,286930471268282
"ILMN_1751330";"NM_031229";-0,479777597579247
"ILMN_1765082";"NM_005676";-0,340017781494442
"ILMN_2222872";"NM_033117";0,479770433449761
"ILMN_1692705";"NM_032941";1,02068489488243
"ILMN_1722642";"NM_001001330";0,907617872348068
"ILMN_1758941";"NM_005669";0,670573075758977
"ILMN_1656934";"NM_004726";-0,303859284277135
"ILMN_3251317";"NM_007033";-0,356648960473839
"ILMN_2406410";"NM_001040456";-0,361969909238272
"ILMN_1744949";"NM_014899";0,630743782050406
"ILMN_2338480";"NM_001033566";0,57335209000555
"ILMN_1669310";"NM_138769";-0,306987609709134
"ILMN_1805643";"NM_178314";-0,379046469560254
"ILMN_1655329";"NM_018343";1,22157741005922
"ILMN_1714093";"NM_022780";0,43034961793008
"ILMN_1759513";"NM_005168";1,4997782815876
"ILMN_2339748";"NM_183381";0,472972116112109
"ILMN_1719867";"NM_007282";0,407724346757799
"ILMN_1815010";"NM_016422";0,595896704902708
"ILMN_1707372";"XM_928029";-0,367276000523636
"ILMN_1688606";"NM_016125";0,494297053188204
"ILMN_1783026";"NM_017619";0,466995429551999
"ILMN_3240155";"NR_004404";0,501816764008755
"ILMN_1808768";"NM_005406";0,780861515281062
"ILMN_1701111";"NM_019593";0,686933536930977
"ILMN_1657754";"NM_024813";0,566785756828059
"ILMN_1766916";"NM_024604";1,1495786446543
"ILMN_1699476";"NM_199229";0,92662103059193
"ILMN_2114876";"NM_000975";-0,119024443140628
"ILMN_1706873";"NM_000995";-0,155226961300484
"ILMN_2189936";"NM_001001";0,569857173828776
"ILMN_2189933";"NM_001001";0,520102979719768
"ILMN_2331890";"NM_001035267";0,130873725921399
"ILMN_1709880";"NM_001002";-0,448676743204238
"ILMN_2337241";"NM_001019";-0,167975257450939
"ILMN_1664910";"NM_001012321";-0,424160980287594
"ILMN_1698231";"NM_015713";0,951187671233705
"ILMN_1791097";"NM_018364";0,899386418252356
"ILMN_1712027";"NM_198467";0,493260202691807
"ILMN_2358278";"NM_023012";0,664897162839644
"ILMN_1737484";"NM_023004";-0,315809592492429
"ILMN_1707872";"NM_017987";0,603653134954759
"ILMN_1740842";"NM_005407";-0,876725871594113
"ILMN_1755215";"NM_001030060";1,13012078563922
"ILMN_1671932";"NM_015380";-0,235476331960365
"ILMN_1655684";"NM_017827";-0,201084576608658
"ILMN_1679045";"NM_016038";0,479459185077841
"ILMN_1703246";"NM_002972";-0,320598794692783
"ILMN_1793712";"NM_005698";-0,26443300660312
"ILMN_2372011";"NM_033630";-0,45555216853325
"ILMN_2388190";"NM_003843";1,28329468079984
"ILMN_1800543";"NM_016106";0,968990141040159
"ILMN_1713978";"NM_006923";-0,194875617843373
"ILMN_2148679";"NR_003263";0,519166077180977
"ILMN_1775036";"NM_012430";-0,193683433299412
"ILMN_1769787";"NM_031454";-0,332712662679895
"ILMN_1761540";"NM_004186";-0,840863610639144
"ILMN_1687533";"NM_006378";-0,380391400123429
"ILMN_1805007";"NM_004263";-0,672088429578659
"ILMN_1788778";"NM_018243";0,602027097702843
"ILMN_2399264";"NM_145800";-0,508015513404589
"ILMN_1773968";"NM_001018069";1,00843636073742
"ILMN_1741613";"NM_020755";0,811960017235021
"ILMN_2413779";"NM_201575";-0,723853919660348
"ILMN_1674780";"NM_012433";0,61546226863468
"ILMN_3299558";"NM_015491";0,996552212611386
"ILMN_1772702";"NM_032102";-0,248252944077965
"ILMN_2133675";"NM_000199";-0,501874779831935
"ILMN_2061185";"NM_015503";-0,372555845187629
"ILMN_1653133";"NM_001009555";0,631558074930915
"ILMN_1766045";"NM_016009";0,33935477359138
"ILMN_2158336";"NM_020145";-0,267048845199936
"ILMN_1661137";"NM_152550";-0,387053832183726
"ILMN_2317580";"NM_001080420";-0,432677134311954
"ILMN_1765493";"NM_138392";-0,427492824481445
"ILMN_2344002";"NM_001009182";0,416324576596537
"ILMN_2344007";"NM_001009182";0,356390780743681
"ILMN_1807807";"NM_182620";0,39645979747541
"ILMN_1657129";"NM_003930";0,648112245409735
"ILMN_1651513";"NM_015360";1,14002258808963
"ILMN_3229770";"NM_006930";0,207782331114648
"ILMN_1695962";"NM_020246";-0,43198758831933
"ILMN_1716359";"NM_025243";-0,583388155438132
"ILMN_1653200";"NM_016609";-0,89911290302199
"ILMN_2382505";"NM_002555";-0,416590350069692
"ILMN_1699357";"NM_003060";-0,448436349026733
"ILMN_1701655";"NM_024959";-0,408223748282941
"ILMN_1804090";"NM_012140";-0,328624073150367
"ILMN_1664153";"NM_022902";0,398233680380683
"ILMN_2105966";"NM_080670";-0,386055216723667
"ILMN_1682910";"NM_015948";0,427301264051837
"ILMN_3251379";"NM_024881";-0,215567879927348
"ILMN_1803728";"NM_001001479";-0,422788242247174
"ILMN_1745778";"XM_933796";-0,385355985596157
"ILMN_2078389";"NM_003040";-0,457338914269751
"ILMN_1742224";"NM_024755";0,91279649711251
"ILMN_2380243";"NM_001031628";-0,617965740324641
"ILMN_1814173";"NM_003072";-0,281939789381205
"ILMN_1718807";"NM_005445";1,17537823102721
"ILMN_2182348";"NM_005445";0,84817582660172
"ILMN_1801383";"NM_015092";1,02538145494669
"ILMN_1672176";"NM_003080";0,307852688443713
"ILMN_1678095";"NM_014474";-0,329145729432032
"ILMN_1785618";"NM_006932";-0,58091006585235
"ILMN_1799969";"NM_012437";-0,386311066368187
"ILMN_2050921";"NR_003192";-0,406596701897426
"ILMN_3248562";"NR_002744";-0,411189942941626
"ILMN_2107184";"NM_017719";0,447055636417105
"ILMN_1690706";"NM_198220";0,765572053590297
"ILMN_1768393";"NM_006938";0,923081991139316
"ILMN_1753241";"NM_003098";-0,643600103856105
"ILMN_1688413";"NM_012245";0,299489848810396
"ILMN_1691575";"NM_003100";0,735793557574111
"ILMN_2080760";"NM_024798";-0,508966085803217
"ILMN_1738491";"NM_001012994";0,176898957612661
"ILMN_1807873";"NM_152233";0,42050634464572
"ILMN_1805466";"NM_000346";0,417030755802084
"ILMN_1666482";"NM_003110";-0,258557145605762
"ILMN_1712773";"NM_172218";0,649965449078584
"ILMN_1728256";"NM_003971";0,516956716783517
"ILMN_1799104";"NM_003971";0,533580368088204
"ILMN_1754529";"NM_003119";-0,41606222551108
"ILMN_3301749";"NM_001124758";0,441241195532391
"ILMN_2286334";"NM_001080415";1,17524041376527
"ILMN_1798827";"NM_018079";1,33704387972854
"ILMN_1793241";"NM_001047";-0,399114493222497
"ILMN_1753862";"XM_001131752";0,906577638198291
"ILMN_2312275";"NM_003136";0,858188078808583
"ILMN_1672006";"NM_003142";1,11061576884989
"ILMN_2327346";"NM_032627";-0,297276198323686
"ILMN_1765204";"NM_003932";0,572781468613611
"ILMN_1683313";"NM_003033";-0,392433239722319
"ILMN_1659926";"NM_138729";0,389251308808316
"ILMN_2151048";"NM_005862";1,11551835441905
"ILMN_1781135";"NM_005843";0,770788202617439
"ILMN_1777325";"NM_007315";0,328924451939917
"ILMN_1668090";"NM_006374";-0,423781877747016
"ILMN_2229214";"NM_152709";-0,720260020904544
"ILMN_2315694";"NM_001003786";-0,355492406990592
"ILMN_1756126";"NM_005861";-0,514420814621863
"ILMN_1680313";"NM_004604";-0,243800276448175
"ILMN_1684402";"NM_139244";0,390978976712137
"ILMN_1656900";"NM_177536";-0,67424529406291
"ILMN_2336133";"NM_001017391";-0,38070330253775
"ILMN_1685371";"NM_001042470";-0,752861198063092
"ILMN_1701991";"NM_203446";0,524966430595772
"ILMN_2377174";"NM_182715";0,286076611318295
"ILMN_1685112";"NM_016360";-0,304211580182409
"ILMN_3239378";"NM_152293";-0,576057059266405
"ILMN_2143487";"NM_005680";0,699389905361833
"ILMN_1727281";"NM_006473";-0,412357242941241
"ILMN_1707791";"NM_181311";-0,273488430888982
"ILMN_1668639";"NM_015527";-0,570369077840186
"ILMN_1803941";"NM_022771";0,664998859881104
"ILMN_2123730";"NM_017772";-0,346557101228058
"ILMN_1661622";"NM_016495";-0,31053569277949
"ILMN_2398039";"NM_006706";0,636277929175685
"ILMN_1706839";"NM_006706";0,599477438032167
"ILMN_2314007";"NM_207037";0,633831531366729
"ILMN_1777096";"NM_003211";0,751758895939805
"ILMN_1767651";"NM_015395";-0,654980457235208
"ILMN_1683891";"NM_003222";-0,354111469983349
"ILMN_2096784";"NM_003222";-0,329786065954551
"ILMN_1661717";"NM_007111";-0,109407425562324
"ILMN_1793671";"NM_006286";-0,543433616849176
"ILMN_1672571";"NM_012143";-0,504236764080634
"ILMN_1695000";"NM_001008697";0,423760760440613
"ILMN_1709044";"NM_021809";-0,466342233784942
"ILMN_1767542";"NM_020147";0,429402586765955
"ILMN_1804663";"NM_007112";-0,662918956004685
"ILMN_1805028";"NM_025075";0,241303382529377
"ILMN_1718182";"NM_003250";-0,512101076837549
"ILMN_1673177";"NM_199296";-0,615218465047786
"ILMN_2108339";"NM_017736";1,21996539273927
"ILMN_1787511";"NM_025264";0,698115196871607
"ILMN_2143148";"NM_032027";0,343734199231296
"ILMN_1785765";"NM_004800";0,0734022160187155
"ILMN_1803279";"NM_016040";0,797858141466703
"ILMN_2145518";"NM_018480";0,551314984038916
"ILMN_2317923";"NM_178031";-0,540638351835097
"ILMN_1770977";"NM_001078650";-0,215496700542673
"ILMN_1700202";"NM_022918";0,555290246010265
"ILMN_1664761";"NM_016464";-0,349301472911151
"ILMN_3228822";"NM_015257";0,484043461770344
"ILMN_1674985";"NM_018022";-0,623303719425362
"ILMN_1770742";"NM_144568";-0,38918337419623
"ILMN_1686748";"NM_016456";-0,342866221921535
"ILMN_1661142";"NM_007114";1,21097077435826
"ILMN_2203147";"NM_182559";-0,469290884604095
"ILMN_1671154";"NM_032046";-0,678025107604919
"ILMN_1683271";"NM_021109";0,195337987655245
"ILMN_2047206";"NM_019022";0,909885051426167
"ILMN_1704154";"NM_148957";-0,329707854013819
"ILMN_1765109";"NM_148973";-0,539282275211836
"ILMN_2115991";"NM_003283";-0,406207852511312
"ILMN_1679796";"NM_014765";0,425633487513657
"ILMN_1746426";"NM_014820";0,505563691470702
"ILMN_1686097";"NM_001067";0,874663054941298
"ILMN_1684929";"NM_007027";0,926886748505925
"ILMN_1758057";"NM_145034";0,607771811287432
"ILMN_1764851";"NM_033550";-0,266719210800514
"ILMN_1707627";"NM_000365";-0,248643183805127
"ILMN_1730999";"NM_003292";1,21908393911402
"ILMN_1727479";"NM_182752";-0,241397360172485
"ILMN_1737146";"NM_014294";0,637970458320819
"ILMN_1751627";"NM_014408";-0,171142564616114
"ILMN_1656910";"NM_058166";-0,178741430404158
"ILMN_1805481";"NM_001031712";0,904187550342773
"ILMN_1732722";"NR_003109";-0,507358490703675
"ILMN_1713668";"NM_005999";0,784384665124535
"ILMN_1749403";"NM_178562";-0,748027398656454
"ILMN_2260991";"NM_000714";-0,234809816634851
"ILMN_1691572";"NM_003312";-0,238165728654108
"ILMN_1685676";"NM_173810";-0,432279382037855
"ILMN_1749253";"NM_016261";0,808667981994115
"ILMN_1701052";"NM_016437";-0,45225001888703
"ILMN_1766803";"NM_020461";-0,409589717043447
"ILMN_1682783";"NR_002323";0,58715918213845
"ILMN_2337740";"NM_020245";0,294310033427847
"ILMN_1720965";"NM_001007466";0,414889641190236
"ILMN_1774689";"NM_006765";-0,368156110869843
"ILMN_1786108";"NM_022830";-0,293155790999084
"ILMN_1781121";"NM_001002926";1,08496923679404
"ILMN_1737084";"NM_175852";-0,171816675361272
"ILMN_1662848";"NM_024715";-0,252440520650365
"ILMN_1779177";"NM_144987";-0,423840107213979
"ILMN_1742872";"NM_005499";0,452004672287345
"ILMN_1713993";"NM_177967";-0,211157710384763
"ILMN_1674703";"NM_198329";0,944341140107339
"ILMN_1796830";"NM_198157";0,337174995720861
"ILMN_1726107";"NM_001032288";0,106298932293647
"ILMN_1692168";"NM_023079";-0,291215134883455
"ILMN_1733991";"NM_201265";-0,545509800999778
"ILMN_2202481";"NM_145049";0,998162392539575
"ILMN_2399503";"NM_001079514";-0,302474665875314
"ILMN_2376416";"NM_183008";-0,20853608637827
"ILMN_3236556";"NM_001077619";0,719187161476541
"ILMN_1660111";"NM_006002";0,748311989902708
"ILMN_1711452";"NM_018314";0,642101598842037
"ILMN_1756311";"NM_018359";0,320626864113883
"ILMN_1788387";"NM_020121";0,883252056680575
"ILMN_1729563";"NM_003359";0,674708235950263
"ILMN_2193591";"NM_030930";-0,239863722658658
"ILMN_2383693";"NM_080599";1,2554706484386
"ILMN_1796305";"NM_080599";1,12387661810608
"ILMN_1705515";"NM_080687";0,204221024733354
"ILMN_2397627";"NM_080632";1,06795847589005
"ILMN_3236765";"NM_001114403";-0,456539032044374
"ILMN_1701749";"NM_006003";-0,188434743671394
"ILMN_1666471";"NM_014402";-0,172118901537194
"ILMN_3245151";"NM_014825";0,469341547745787
"ILMN_2402947";"NM_001037334";0,83152465994012
"ILMN_2397230";"NM_006447";0,655954458395893
"ILMN_2397231";"NM_006447";0,688180972258312
"ILMN_1686319";"NM_020935";0,711786356630487
"ILMN_1704876";"NM_032557";0,617201449332407
"ILMN_2094587";"NM_005154";0,780459978549725
"ILMN_1656165";"NM_001039591";0,801178380974557
"ILMN_1686645";"NM_021645";1,03970861962465
"ILMN_1739946";"NM_024006";-0,364537698579916
"ILMN_1761721";"NM_018206";0,704239121336435
"ILMN_1792587";"NM_004869";0,640038851122611
"ILMN_1805828";"NM_003384";0,588523865356197
"ILMN_1750088";"NM_006296";0,563347393974932
"ILMN_1813010";"NM_016485";0,499563499476773
"ILMN_2323526";"NM_100486";0,35568836161212
"ILMN_2374692";"NM_016628";0,460756188029908
"ILMN_3245020";"NM_182905";-0,587186607561105
"ILMN_1802292";"NM_052950";-0,252405666211085
"ILMN_2409706";"NM_181308";-0,153165212471617
"ILMN_1778488";"NM_018268";0,242681795400616
"ILMN_1728626";"NM_017588";-0,295758266521794
"ILMN_1744240";"NM_145647";1,00196296473559
"ILMN_2332105";"NM_130395";-0,200188045246078
"ILMN_1771057";"NM_020196";-0,320326793208277
"ILMN_1669015";"NM_020383";-0,169745105579899
"ILMN_1725121";"NM_003400";0,951165749029034
"ILMN_2188374";"NM_007235";0,912179187272126
"ILMN_1707506";"NM_001031732";0,741131492789606
"ILMN_1753885";"NM_017798";-0,189220828290942
"ILMN_1674385";"NM_006826";0,14781311091587
"ILMN_2093500";"NM_021211";0,727394726029688
"ILMN_2048982";"NM_006977";0,296622978953273
"ILMN_1689189";"NM_024784";-0,555163332510015
"ILMN_1655206";"NM_001099270";0,319591569900457
"ILMN_1727218";"NM_006626";0,384592830921734
"ILMN_1702389";"NM_015117";-0,27291218200466
"ILMN_1689119";"XM_940903";-0,406812814895357
"ILMN_2212690";"NM_014153";0,439901758721185
"ILMN_1693227";"NM_014153";0,374538663957743
"ILMN_1761479";"NM_016478";-0,34657137134808
"ILMN_1655137";"NM_001009882";0,517901147628363
"ILMN_2243697";"NM_019028";-0,343025766869027
"ILMN_1763568";"NM_198045";-0,218161666180798
"ILMN_1668270";"NM_032283";-0,312536289497675
"ILMN_1803824";"NM_016032";-0,108310549584949
"ILMN_1800912";"NM_022473";0,420236921854491
"ILMN_2043265";"NM_022473";0,51986299462796
"ILMN_1661636";"NM_197968";0,885628009711372
"ILMN_1688404";"NM_005095";0,557679041571834
"ILMN_1676745";"NM_005081";-0,182360482515728
"ILMN_2332795";"NM_006958";-0,553247757803123
"ILMN_1688515";"NM_007152";0,819719302180017
"ILMN_1654689";"NM_006991";0,278234207857297
"ILMN_1688295";"NM_016423";-0,69091725933572
"ILMN_1798533";"NM_006963";0,609081194732334
"ILMN_2363273";"NM_015919";-0,560541988346943
"ILMN_1710873";"NM_014487";0,506259159081783
"ILMN_1799717";"NM_020781";-0,264920990460074
"ILMN_1741300";"NM_017757";0,676151652091184
"ILMN_1652754";"NM_182498";-0,419741166022856
"ILMN_1676237";"NM_006635";0,2707544535983
"ILMN_1756631";"NM_133444";-0,414626322788125
"ILMN_1677785";"NM_032497";0,484626330734974
"ILMN_1761722";"NM_152600";-0,59022553178511
"ILMN_1726199";"NM_032530";1,01612957065244
"ILMN_1670640";"NM_152437";0,87075699336814
"ILMN_3251506";"NM_021915";0,655152675565642
"ILMN_2045175";"NM_015911";-0,442922730469696
"ILMN_2383871";"NM_003426";-0,428058355908545
"ILMN_1764854";"NM_001008401";0,61984965176392
"ILMN_1734254";"NM_014106";1,0412103966115
"ILMN_1701464";"NM_173632";0,325082705356554
"ILMN_1669064";"NM_001080493";0,572656136482209
"ILMN_3235593";"NM_001136499";0,651346282382812
"ILMN_1722894";"NM_170783";-0,42917407708891
"ILMN_1788738";"NM_032173";-0,489627650588281
"ILMN_2283196";"NM_080752";-0,420829645148054
"ILMN_1742069";"NM_020883";-0,552191570844649
"ILMN_1796119";"NM_145062";0,675048585344728
"ILMN_1806483";"NM_017975";0,903577907192701
